Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
10/31/18,246029,Northside,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,Norfolk,1701,191000,-0.005726184,-0.009849663,0.020299145,,,2007-08,2007-Q3,213800,-0.106641721,2006-02
10/31/18,274392,Madison Park,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana,1702,519600,0.00038506,0.009912536,0.066721412,,,2006-09,2006-Q3,598600,-0.131974607,2005-08
10/31/18,125457,North Andrews Gardens,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Oakland Park,1703,255300,0.003537736,0.023656776,0.173793103,,,2006-09,2006-Q3,276100,-0.075335024,2005-10
10/31/18,271957,Olympic Hills,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1704,587200,0.000852224,-0.004070556,0.072315559,,,2018-06,2018-Q2,593300,-0.010281476,2018-05
10/31/18,272898,Beaverdale,IA,Des Moines-West Des Moines,Polk County,Des Moines,1705,174600,0.004602992,0.011001737,0.068543452,,,2018-10,2018-Q4,174600,0,2018-10
10/31/18,274792,Northside,NY,Syracuse,Onondaga County,Syracuse,1706,83600,0.006016847,0.014563107,0.095674967,,,2018-10,2018-Q4,83600,0,2018-10
10/31/18,267990,Adams Point,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,1707,657600,0.005197187,0.007352941,0.083182342,,,2018-10,2018-Q4,657600,0,2018-10
10/31/18,276459,MLK 183,TX,Austin-Round Rock,Travis County,Austin,1708,287800,-0.002426343,0.01017901,0.062384644,,,2018-09,2018-Q3,288500,-0.002426343,2018-08
10/31/18,763674,Roosevelt-NDSU,ND,Fargo,Cass County,Fargo,1709,178700,-0.000559284,0.006760563,0.021142857,,,2018-09,2018-Q3,178800,-0.000559284,2018-09
10/31/18,417509,Mount Davidson Manor,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,5998,1689500,0.001600664,0.0033852,0.108959632,,,2018-10,2018-Q4,1689500,0,2018-10
10/31/18,270238,North Hampton,MO,St. Louis,Saint Louis City,Saint Louis,1711,160600,0.009428033,0.01517067,0.01709943,,,2018-10,2018-Q4,160600,0,2018-10
10/31/18,17799,Dormont,PA,Pittsburgh,Allegheny County,Pittsburgh,1712,170700,0.001760563,0.020322773,0.125989446,,,2018-10,2018-Q4,170700,0,2018-10
10/31/18,764297,Northside,NY,Albany-Schenectady-Troy,Schenectady County,Schenectady,1713,129500,0,0.003875969,0.068481848,,,2010-02,2010-Q1,133600,-0.030688623,2009-09
10/31/18,180434,Blackburn,MO,Kansas City,Jackson County,Independence,1714,180100,0.008398656,0.018089316,0.047702152,,,2018-10,2018-Q4,180100,0,2018-10
10/31/18,763978,Empire Ranch,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,1715,586900,0.00290499,0.008939316,0.044491902,,,2018-10,2018-Q4,586900,0,2018-10
10/31/18,342745,Aurora Hills,CO,Denver-Aurora-Lakewood,Arapahoe County,Aurora,1716,315500,0.002223634,0.003498728,0.092451524,,,2018-10,2018-Q4,315500,0,2018-10
10/31/18,738032,Southeast Salem,OR,Salem,Marion County,Salem,1717,194500,0.015665796,0.06226106,0.202844774,,,2018-10,2018-Q4,194500,0,2018-10
10/31/18,415907,Northgate,OH,Columbus,Franklin County,Columbus,1718,170900,0.004703116,0.026426426,0.090619017,,,2018-10,2018-Q4,170900,0,2018-10
10/31/18,273235,Cheswolde,MD,Baltimore-Columbia-Towson,Baltimore City,Baltimore,1719,303100,0.003642384,0.015070328,0.089895721,,,2006-09,2006-Q3,309000,-0.019093851,2005-12
10/31/18,271158,Cedar Park,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1720,321700,0.00783208,0.028124001,0.084991568,,,2018-10,2018-Q4,321700,0,2018-10
10/31/18,416029,Cherry Creek,OH,Columbus,Franklin County,Columbus,1721,135400,0.008941878,0.02887538,0.123651452,,,2018-10,2018-Q4,135400,0,2018-10
10/31/18,13621,Rumford,RI,Providence-Warwick,Providence County,East Providence,1722,259400,0.007378641,0.007770008,0.033878039,,,2005-10,2005-Q4,281600,-0.078835227,2004-09
10/31/18,267835,Campbell Park,AK,Anchorage,Anchorage Borough,Anchorage,1723,271800,-0.001469508,-0.00330033,0.019504876,,,2016-08,2016-Q3,283600,-0.041607898,2016-02
10/31/18,403405,Pine Hills,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Atlanta,1724,249400,0.01135442,0.029727498,0.097228333,,,2018-10,2018-Q4,249400,0,2018-10
10/31/18,269181,South-West Coconut Grove,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Miami,1725,791100,0.005720824,0.019721578,0.063735377,,,2018-10,2018-Q4,791100,0,2018-10
10/31/18,271669,Capitol Hill,UT,Salt Lake City,Salt Lake County,Salt Lake City,1726,366600,0.007696537,0.009361233,0.108222491,,,2018-10,2018-Q4,366600,0,2018-10
10/31/18,121763,Mount Vernon Square,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,1727,544300,0.003687996,-0.006026297,0.01700299,,,2018-06,2018-Q2,547800,-0.006389193,2018-02
10/31/18,270528,Trumbull Village,NM,Albuquerque,Bernalillo County,Albuquerque,1728,119500,0.014431239,0.015293118,0.114738806,,,2007-11,2007-Q4,126500,-0.055335968,2007-06
10/31/18,753775,Delaware Trail,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1729,218900,0.005512173,0.028182245,0.140104167,,,2018-10,2018-Q4,218900,0,2018-10
10/31/18,761263,Senter,TX,Dallas-Fort Worth-Arlington,Dallas County,Irving,1730,173600,0.00754498,0.023584906,0.128005198,,,2018-10,2018-Q4,173600,0,2018-10
10/31/18,275257,Rossmoyne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,1731,930900,0.00118305,0.006269592,0.043375925,,,2018-10,2018-Q4,930900,0,2018-10
10/31/18,250146,Brighton,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1732,528900,0.002463988,0,0.095031056,,,2018-06,2018-Q2,529200,-0.000566893,2018-06
10/31/18,172101,Carondelet,MO,St. Louis,Saint Louis City,Saint Louis,1733,81200,0.015,0.013732834,0.054545455,,,2008-06,2008-Q2,111900,-0.2743521,2004-06
10/31/18,154872,Linden,MA,Boston-Cambridge-Newton,Middlesex County,Malden,1734,453800,0.002429865,0.009341637,0.125775242,,,2018-10,2018-Q4,453800,0,2018-10
10/31/18,193043,Arrochar,NY,New York-Newark-Jersey City,Richmond County,New York,1735,564700,0.014734951,0.035007331,0.105088063,,,2018-10,2018-Q4,564700,0,2018-10
10/31/18,274809,Northwest Los Angeles Heights,TX,San Antonio-New Braunfels,Bexar County,San Antonio,1736,130300,-0.00229709,0.013219285,0.278704612,,,2018-09,2018-Q3,130600,-0.00229709,2018-09
10/31/18,275420,South Central Improvemen,KS,Wichita,Sedgwick County,Wichita,1737,58300,0.005172414,0.021015762,0.005172414,,,2009-06,2009-Q2,61500,-0.05203252,2004-11
10/31/18,267036,Woodruff,UT,Logan,Cache County,Logan,1738,213900,0.010392064,0.027871216,0.224384659,,,2018-10,2018-Q4,213900,0,2018-10
10/31/18,268868,Airport North,FL,Orlando-Kissimmee-Sanford,Orange County,Orlando,1739,169200,-0.002358491,-0.011682243,0.083226633,,,2006-10,2006-Q4,226700,-0.253639171,2005-09
10/31/18,273631,Elvira,AZ,Tucson,Pima County,Tucson,1740,134700,0.002232143,0.014307229,0.0776,,,2007-06,2007-Q2,151100,-0.108537392,2006-02
10/31/18,271108,Madison South,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,1741,353200,-0.004509583,-0.001413627,0.007415859,,,2018-08,2018-Q3,355500,-0.006469761,2018-07
10/31/18,275915,Walnut Valley,AR,Little Rock-North Little Rock-Conway,Pulaski County,Little Rock,1742,147900,0.00407332,0.002711864,-0.017928287,,,2018-01,2018-Q1,153700,-0.037735849,2016-07
10/31/18,133916,Cedar Hills,IA,Cedar Rapids,Linn County,Cedar Rapids,1743,127200,0.005533597,0.011128776,-0.003915427,,,2017-06,2017-Q2,129800,-0.020030817,2017-01
10/31/18,154455,East Springfield,MA,Springfield,Hampden County,Springfield,1744,144300,0.009090909,0.026315789,0.058694057,,,2018-10,2018-Q4,144300,0,2018-10
10/31/18,762152,Union Street,NY,Albany-Schenectady-Troy,Schenectady County,Schenectady,1745,140600,0.003568879,0.033063924,0.1248,,,2007-08,2007-Q3,150300,-0.064537591,2006-04
10/31/18,753766,Near Northside,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1746,287200,0.010200492,0.024982156,0.192195932,,,2018-10,2018-Q4,287200,0,2018-10
10/31/18,762398,Central-Terry,MT,Billings,Yellowstone County,Billings,1747,177300,0.007386364,0.01662844,0.094444444,,,2018-10,2018-Q4,177300,0,2018-10
10/31/18,343245,Otay Ranch Village 5,CA,San Diego-Carlsbad,San Diego County,Chula Vista,1748,555500,0.000360166,0.002888608,0.054680084,,,2005-07,2005-Q3,582600,-0.04651562,2005-01
10/31/18,208228,Beechview,PA,Pittsburgh,Allegheny County,Pittsburgh,1749,101700,0.012948207,0.038815117,0.196470588,,,2018-10,2018-Q4,101700,0,2018-10
10/31/18,275444,South Juanita,WA,Seattle-Tacoma-Bellevue,King County,Kirkland,1750,627700,-0.002066773,-0.003650794,0.053541457,,,2018-03,2018-Q1,632400,-0.007432005,2018-02
10/31/18,272801,Arrowhead,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,1751,276700,0.003991292,0.010222709,0.082127493,,,2006-08,2006-Q3,332700,-0.168319808,2005-06
10/31/18,416358,Harford-Echodale - Perring Parkway,MD,Baltimore-Columbia-Towson,Baltimore City,Baltimore,1752,170800,0.01124926,0.035151515,0.339607843,,,2007-07,2007-Q3,184700,-0.075257174,2006-08
10/31/18,268330,Natomas Park,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,1753,430600,-0.000464253,0.002561118,-0.007834101,,,2005-10,2005-Q4,511300,-0.157832975,2004-09
10/31/18,275993,West Sugar Creek-W T Harris Bl,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,1754,173800,0.006952491,0.027186761,0.104193139,,,2018-10,2018-Q4,173800,0,2018-10
10/31/18,753738,O'Neal,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,1755,193400,-0.002063983,-0.002063983,0.038110574,,,2018-06,2018-Q2,193900,-0.002578649,2018-04
10/31/18,121628,Westville,CT,New Haven-Milford,New Haven County,New Haven,1756,253200,0.005559968,0.028432169,0.05764411,,,2005-12,2005-Q4,309100,-0.180847622,2004-06
10/31/18,259679,Ramona,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,1757,295200,-0.000338639,0.01338826,0.082508251,,,2006-09,2006-Q3,354800,-0.167981962,2005-08
10/31/18,247937,Thoroughgood,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,1758,381800,-0.002090957,0.004208311,0.030777538,,,2006-12,2006-Q4,404600,-0.056351953,2006-06
10/31/18,763442,Arnett Benson,TX,Lubbock,Lubbock County,Lubbock,1759,59700,0.025773196,0.052910053,0.095412844,,,2018-10,2018-Q4,59700,0,2018-10
10/31/18,154522,Faulkner,MA,Boston-Cambridge-Newton,Middlesex County,Malden,1760,409800,0.003182375,0.01511023,0.091635589,,,2018-10,2018-Q4,409800,0,2018-10
10/31/18,422810,Hallmark-Camelot,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,1761,161000,0.017056222,0.06340819,0.156609195,,,2018-10,2018-Q4,161000,0,2018-10
10/31/18,273402,Creston-Kenilworth,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,1762,424600,0.000235571,-0.006783626,0.010471204,,,2017-02,2017-Q1,429400,-0.011178388,2016-12
10/31/18,43310,West Nyack,NY,New York-Newark-Jersey City,Rockland County,Clarkstown,1763,476300,0.00042008,-0.002721943,0.021226415,,,2006-04,2006-Q2,563900,-0.155346693,2004-08
10/31/18,268078,Cleveland Heights,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,1764,933200,0.006471096,-0.029231249,-0.041987476,,,2018-03,2018-Q1,1008800,-0.074940523,2017-05
10/31/18,276586,St. Louis Hills,MO,St. Louis,Saint Louis City,Saint Louis,1765,302800,0.00631439,0.005980066,0.13027249,,,2018-10,2018-Q4,302800,0,2018-10
10/31/18,272014,West Central,WA,Spokane-Spokane Valley,Spokane County,Spokane,1766,148200,0.012987013,0.037088873,0.225806452,,,2018-10,2018-Q4,148200,0,2018-10
10/31/18,344040,Cliff-Cannon,WA,Spokane-Spokane Valley,Spokane County,Spokane,1767,248100,0.01182708,0.027329193,0.130811304,,,2018-10,2018-Q4,248100,0,2018-10
10/31/18,268797,West End,CT,Hartford-West Hartford-East Hartford,Hartford County,Hartford,1768,295700,0.005098572,0.024956672,0.110401802,,,2005-11,2005-Q4,354100,-0.164925162,2005-05
10/31/18,274178,Kenwood,IL,Chicago-Naperville-Elgin,Cook County,Chicago,1769,187500,0.024590164,0.054555681,0.118735084,,,2007-01,2007-Q1,235000,-0.20212766,2002-05
10/31/18,268026,Blacow,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,1770,1079500,0.006620664,0.025360942,0.177079926,,,2018-10,2018-Q4,1079500,0,2018-10
10/31/18,143038,Millersville,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1771,186000,0.011969532,0.038525963,0.126589945,,,2018-10,2018-Q4,186000,0,2018-10
10/31/18,274513,Mid Central,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,1772,739500,0.00298386,0.004755435,0.057486057,,,2018-10,2018-Q4,739500,0,2018-10
10/31/18,270127,Linden Hills,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,1773,524200,-0.001713959,-0.023836127,0.025229806,,,2018-04,2018-Q2,543400,-0.035333088,2018-02
10/31/18,124309,Englewood,FL,Jacksonville,Duval County,Jacksonville,1774,153700,0.006548788,0.019230769,0.164393939,,,2006-10,2006-Q4,155900,-0.01411161,2006-06
10/31/18,416881,Parkwoods,CA,Stockton-Lodi,San Joaquin County,Stockton,1775,325300,0.010876321,0.031715826,0.129906217,,,2005-12,2005-Q4,386700,-0.158779416,2005-01
10/31/18,268336,Niles,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,1776,1116700,0.010954192,0.033120548,0.147687564,,,2018-10,2018-Q4,1116700,0,2018-10
10/31/18,762195,Perwinkle,OR,Albany,Linn County,Albany,1777,250000,0.006846557,0.008064516,0.093135111,,,2018-10,2018-Q4,250000,0,2018-10
10/31/18,191484,Lordsburg,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,La Verne,1778,553700,0.006544265,0.014474166,0.017456817,,,2018-10,2018-Q4,553700,0,2018-10
10/31/18,273579,Eastgate,WA,Seattle-Tacoma-Bellevue,King County,Bellevue,1779,768700,-0.004403575,-0.014234419,0.037521933,,,2018-05,2018-Q2,786500,-0.022631914,2018-01
10/31/18,270296,Franklin to the Fort,MT,Missoula,Missoula County,Missoula,1780,243100,0.002887789,0.017580578,0.1,,,2018-10,2018-Q4,243100,0,2018-10
10/31/18,195405,Hillcrest,NY,New York-Newark-Jersey City,Rockland County,Ramapo,1781,421800,0.000949217,0.005722461,0.072191154,,,2006-05,2006-Q2,428300,-0.015176278,2005-10
10/31/18,19715,Oakbrook,WA,Seattle-Tacoma-Bellevue,Pierce County,Lakewood,1782,356600,-0.000560538,0.003941441,0.108141703,,,2018-09,2018-Q3,356800,-0.000560538,2018-08
10/31/18,761366,Resevoir,CT,Bridgeport-Stamford-Norwalk,Fairfield County,Bridgeport,1783,177600,0.011965812,0.016599886,0.086238532,,,2007-10,2007-Q4,237700,-0.252839714,2004-09
10/31/18,753710,Southdale,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1784,149700,0.011486486,0.040305768,0.132375189,,,2018-10,2018-Q4,149700,0,2018-10
10/31/18,273287,Clinton,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,1785,706400,-0.001272445,-0.009256662,0.104267625,,,2018-04,2018-Q2,717000,-0.014783821,2018-02
10/31/18,738037,East Lancaster,OR,Salem,Marion County,Salem,1786,243300,0.012484395,0.032682513,0.186829268,,,2018-10,2018-Q4,243300,0,2018-10
10/31/18,753819,Dickinson Narrows,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1787,267700,0.009426848,0.01286417,0.063990461,,,2018-10,2018-Q4,267700,0,2018-10
10/31/18,271856,East Queen Anne,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1788,983800,0.004287464,0.006960082,0.039737899,,,2018-04,2018-Q2,996800,-0.013041734,2018-02
10/31/18,403376,Longwood Manor,IL,Chicago-Naperville-Elgin,Cook County,Chicago,1789,129800,0.00077101,-0.006885998,-0.015921152,,,2007-12,2007-Q4,158000,-0.178481013,2004-09
10/31/18,243204,East Ocean View,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,Norfolk,1790,334300,-0.000299043,0.007534659,0.000898204,,,2006-08,2006-Q3,457600,-0.269449301,2005-03
10/31/18,271092,Friendly Area,OR,Eugene,Lane County,Eugene,1791,311400,0.003544956,0.011695906,0.073793103,,,2018-10,2018-Q4,311400,0,2018-10
10/31/18,273159,Catholic University,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,1792,366100,0.01581576,0.024342473,0.017509728,,,2018-10,2018-Q4,366100,0,2018-10
10/31/18,251170,Loyal Heights,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1793,779300,-0.005360562,-0.0248999,0.010372099,,,2018-05,2018-Q2,808000,-0.035519802,2017-12
10/31/18,170359,Lakeside-Lester Park,MN,Duluth,Saint Louis County,Duluth,1794,188600,0.002658161,0.012345679,0.083908046,,,2018-10,2018-Q4,188600,0,2018-10
10/31/18,273346,Corbett-Terwilliger-Lair Hill,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,1795,443600,-0.002697842,-0.007606264,-0.010704728,,,2017-05,2017-Q2,453200,-0.021182701,2016-11
10/31/18,342761,Dayton Triangle,CO,Denver-Aurora-Lakewood,Arapahoe County,Aurora,1796,257700,0.004678363,0.007821666,0.054850594,,,2018-10,2018-Q4,257700,0,2018-10
10/31/18,760933,South Blaney,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Cupertino,1797,2111900,-0.000520587,-0.01749244,0.104145972,,,2018-06,2018-Q2,2151300,-0.018314508,2018-05
10/31/18,344033,High Point,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1798,540800,-0.003133641,-0.008434177,0.029506948,,,2018-05,2018-Q2,547400,-0.012056997,2018-02
10/31/18,274262,Lakewood Village,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,1799,718300,0.006445285,0.012403101,0.031595577,,,2018-10,2018-Q4,718300,0,2018-10
10/31/18,403284,Schorsch Village,IL,Chicago-Naperville-Elgin,Cook County,Chicago,1800,281600,0.001778726,-0.004243281,0.071945185,,,2006-05,2006-Q2,358900,-0.215380329,2004-03
10/31/18,104223,Five Points South,AL,Birmingham-Hoover,Jefferson County,Birmingham,1801,187800,0.006970509,0.010220549,0.052690583,,,2018-10,2018-Q4,187800,0,2018-10
10/31/18,343229,Otay Ranch Village 1,CA,San Diego-Carlsbad,San Diego County,Chula Vista,1802,613900,0.000978314,0.004910787,0.026932084,,,2005-06,2005-Q2,657500,-0.066311787,2004-09
10/31/18,195069,Grant City,NY,New York-Newark-Jersey City,Richmond County,New York,1803,557800,0.00959276,0.035455727,0.129835933,,,2018-10,2018-Q4,557800,0,2018-10
10/31/18,237265,Ross,PA,Lancaster,Lancaster County,Lancaster,1804,129500,0.00154679,0.013302034,0.1058924,,,2018-10,2018-Q4,129500,0,2018-10
10/31/18,124846,Isle of Normandy,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Miami Beach,1805,228000,0.001757469,0.005734451,0.059972106,,,2006-08,2006-Q3,298200,-0.235412475,2005-07
10/31/18,403509,College View - South Platte,CO,Denver-Aurora-Lakewood,Denver County,Denver,1806,315700,0.00413486,0.012832852,0.098851375,,,2018-10,2018-Q4,315700,0,2018-10
10/31/18,213914,Nicholson,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,1807,446600,-0.001118318,0.004724409,0.039571695,,,2018-09,2018-Q3,447100,-0.001118318,2018-09
10/31/18,274604,Mount Scott,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,1808,367300,-0.001902174,0.004375171,0.032611751,,,2018-09,2018-Q3,368000,-0.001902174,2018-08
10/31/18,403204,Castleton Corners,NY,New York-Newark-Jersey City,Richmond County,New York,1809,587100,0.006514658,0.010151411,0.068620313,,,2018-10,2018-Q4,587100,0,2018-10
10/31/18,211218,Greenfield,PA,Pittsburgh,Allegheny County,Pittsburgh,1810,176700,0.00569152,0.020797227,0.08404908,,,2018-10,2018-Q4,176700,0,2018-10
10/31/18,125141,Loretto,FL,Jacksonville,Duval County,Jacksonville,1811,178500,0.00676819,0.015936255,0.079201935,,,2006-12,2006-Q4,182500,-0.021917808,2006-08
10/31/18,273756,Forest Hills,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Tampa,1812,182600,0.006615215,0.025266704,0.108009709,,,2018-10,2018-Q4,182600,0,2018-10
10/31/18,209170,Chestnut Hill,MA,Boston-Cambridge-Newton,Norfolk County,Brookline,1813,1184600,0.007998639,0.029639287,0.065096206,,,2018-10,2018-Q4,1184600,0,2018-10
10/31/18,273685,Fairpark,UT,Salt Lake City,Salt Lake County,Salt Lake City,1814,252400,0.010408327,0.036124795,0.180542563,,,2018-10,2018-Q4,252400,0,2018-10
10/31/18,260987,Carterville,UT,Provo-Orem,Utah County,Provo,1815,233900,0.02095155,0.012992638,0.178337531,,,2018-10,2018-Q4,233900,0,2018-10
10/31/18,762468,Clark Centennial,CO,Boulder,Boulder County,Longmont,1816,333000,0.006954944,0.027777778,0.095394737,,,2018-10,2018-Q4,333000,0,2018-10
10/31/18,273697,Family Acres,NE,Lincoln,Lancaster County,Lincoln,1817,290200,-0.002063274,0.003110957,0.056809905,,,2018-09,2018-Q3,290800,-0.002063274,2018-08
10/31/18,761485,Northwest,OR,Portland-Vancouver-Hillsboro,Multnomah County,Gresham,1818,328000,-0.000609385,0.00520993,0.048928686,,,2018-09,2018-Q3,328200,-0.000609385,2018-09
10/31/18,275970,West Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,Henderson,1819,353100,0.006556442,0.025261324,0.112826978,,,2006-05,2006-Q2,429500,-0.177881257,2004-08
10/31/18,121731,Glover Park,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,1820,408000,0.000490436,0.000490436,0.004926108,,,2013-08,2013-Q3,432300,-0.056210965,2013-05
10/31/18,111642,Central,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City,1821,1348500,0.011703804,0.035555214,0.210176793,,,2018-10,2018-Q4,1348500,0,2018-10
10/31/18,271572,South Manchaca,TX,Austin-Round Rock,Travis County,Austin,1822,323100,0.004351881,0.014761307,0.037905557,,,2018-10,2018-Q4,323100,0,2018-10
10/31/18,738028,Grass Lawn,WA,Seattle-Tacoma-Bellevue,King County,Redmond,1823,748400,-0.000667646,-0.016686375,0.011351351,,,2018-03,2018-Q1,774300,-0.033449567,2017-12
10/31/18,37857,Chestnut Hill,MA,Boston-Cambridge-Newton,Middlesex County,Newton,1824,922600,0.015855538,0.022838137,0.069681159,,,2018-10,2018-Q4,922600,0,2018-10
10/31/18,763365,Baylees-Atkins,TX,Lubbock,Lubbock County,Lubbock,1825,119100,0.005912162,0.028497409,0.083712466,,,2018-10,2018-Q4,119100,0,2018-10
10/31/18,199345,Avondale,OH,Cincinnati,Hamilton County,Cincinnati,1826,54400,-0.005484461,-0.014492754,0.001841621,,,2005-09,2005-Q3,80000,-0.32,1996-07
10/31/18,113688,Bel Air,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,1827,3383400,2.95569E-05,-0.000295473,0.022051716,,,2018-05,2018-Q2,3393900,-0.003093786,2018-03
10/31/18,403113,Foster-Powell,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,1828,370700,-0.004564984,-0.012256861,0.015338263,,,2018-05,2018-Q2,377800,-0.018793012,2018-02
10/31/18,761749,Angelo Heights,TX,San Angelo,Tom Green County,San Angelo,1829,105900,0.022200772,0.053731343,0.100831601,,,2018-10,2018-Q4,105900,0,2018-10
10/31/18,344029,Highland Park,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1830,492100,-0.004652104,-0.017568377,0.036873156,,,2018-06,2018-Q2,503500,-0.022641509,2018-05
10/31/18,403286,Mayfair,IL,Chicago-Naperville-Elgin,Cook County,Chicago,1831,303600,-0.004263693,-0.033121019,-0.038022814,,,2006-10,2006-Q4,355200,-0.14527027,2005-01
10/31/18,182408,Kings Grant,NC,Wilmington,New Hanover County,Wilmington,1832,180100,0.006145251,0.030910132,0.070112894,,,2018-10,2018-Q4,180100,0,2018-10
10/31/18,274188,Kingfield,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,1833,322100,0.005933791,0.00845335,0.043745949,,,2018-10,2018-Q4,322100,0,2018-10
10/31/18,121681,Brookland,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,1834,645600,-0.001855288,-0.004318322,0.054040816,,,2018-08,2018-Q3,649400,-0.005851555,2018-07
10/31/18,251955,Somerset,WA,Seattle-Tacoma-Bellevue,King County,Bellevue,1835,1236000,-0.001937984,-0.019203301,0.027602261,,,2018-05,2018-Q2,1277700,-0.032636769,2018-01
10/31/18,273879,Greater Harmony Hills,TX,San Antonio-New Braunfels,Bexar County,San Antonio,1836,217100,0.006957328,0.016861827,0.082793017,,,2018-10,2018-Q4,217100,0,2018-10
10/31/18,270816,Cobble Hill,NY,New York-Newark-Jersey City,Kings County,New York,1837,1339500,-0.00593692,-0.017097153,-0.052553402,,,2016-04,2016-Q2,1432400,-0.064856185,2016-01
10/31/18,168021,Milwood,MI,Kalamazoo-Portage,Kalamazoo County,Kalamazoo,1838,122900,0.007377049,0.008203445,0.141132776,,,2018-10,2018-Q4,122900,0,2018-10
10/31/18,344001,Wedgwood,WA,Seattle-Tacoma-Bellevue,King County,Seattle,1839,780100,-0.002684735,-0.018248175,0.007881137,,,2018-05,2018-Q2,811900,-0.039167385,2017-11
10/31/18,403234,Corridor,CA,San Diego-Carlsbad,San Diego County,San Diego,1840,452900,0.003100775,0.02814983,0.162176033,,,2018-10,2018-Q4,452900,0,2018-10
10/31/18,255775,Edgewood,WV,Charleston,Kanawha County,Charleston,1841,59900,-0.02601626,-0.101949025,-0.088280061,,,2018-05,2018-Q2,69000,-0.131884058,2016-08
10/31/18,415987,East,OH,Columbus,Franklin County,Columbus,1842,177300,0.015463918,0.00396376,0.052850356,,,2018-10,2018-Q4,177300,0,2018-10
10/31/18,268250,Land Park,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,1843,670400,0.00539892,0.007665715,0.107184145,,,2018-10,2018-Q4,670400,0,2018-10
10/31/18,207061,Kenton,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,1844,386800,-0.002321383,-0.008205128,0.012300445,,,2018-03,2018-Q1,395600,-0.022244692,2018-01
10/31/18,244155,Hattontown,VA,Washington-Arlington-Alexandria,Fairfax County,Reston,1845,502900,0.003592097,0.016164882,0.098994755,,,2005-10,2005-Q4,534100,-0.058416027,2005-05
10/31/18,764245,North End,NH,Manchester-Nashua,Hillsborough County,Manchester,1846,306400,0.002289827,0.016926651,0.077734787,,,2018-10,2018-Q4,306400,0,2018-10
